market_id,year,product_id,owner_id,price,branches,share,markup,marginal_cost,lerner_index,outside_share,hhi
west,2023,Bank_C,Bank_C,2.294031060775504,5,0.028729532577661015,0.7626513577691675,1.5313797030063365,0.3324503189208567,0.6483012545387781,419.8013229370023
north,2024,Bank_A_1,Bank_A,2.2300645778190837,4,0.032879807402232564,0.846007032007609,1.3840575458114748,0.37936436479116264,0.7302967972180648,210.83334575337315
north,2024,Bank_A_2,Bank_A,1.8142381312178828,10,0.09154739861881803,0.846007032007609,0.9682310992102738,0.46631531850766006,0.7302967972180648,210.83334575337315
north,2024,Bank_B,Bank_B,2.067049758364449,7,0.049521240073724916,0.7793343438818108,1.2877154144826382,0.37702737475389,0.7302967972180648,210.83334575337315
north,2024,Bank_C,Bank_C,1.91657096231503,12,0.09575475668715965,0.8191812411718352,1.0973897211431947,0.427420250686854,0.7302967972180648,210.83334575337315
south,2024,Bank_A_1,Bank_A,1.523632428671776,2,0.08314005768005744,0.8683916901682636,0.6552407385035124,0.5699482853126738,0.7476188594480881,165.55345225385543
south,2024,Bank_A_2,Bank_A,1.7977094564208613,7,0.06385691485291167,0.8683916901682635,0.9293177662525979,0.4830545264512223,0.7476188594480881,165.55345225385543
south,2024,Bank_B,Bank_B,1.7816134931005958,2,0.050196184844053186,0.7798881505009744,1.0017253425996215,0.4377426156240608,0.7476188594480881,165.55345225385543
south,2024,Bank_C,Bank_C,2.1718259817227046,3,0.05518798317488959,0.7840085938257658,1.3878173878969386,0.3609905215351949,0.7476188594480881,165.55345225385543
west,2024,Bank_A_1,Bank_A,2.4183968578705968,8,0.03917613048155866,0.920512871553072,1.4978839863175248,0.38062936964100486,0.7313063283946422,291.5567265442204
west,2024,Bank_A_2,Bank_A,1.688257161102365,9,0.15611948826304742,0.9205128715530719,0.767744289549293,0.5452444643871752,0.7313063283946422,291.5567265442204
west,2024,Bank_B,Bank_B,2.4421208694705343,2,0.02005613369018078,0.7559011961880558,1.6862196732824786,0.30952652902554306,0.7313063283946422,291.5567265442204
west,2024,Bank_C,Bank_C,2.2877266263227836,9,0.05334191917057095,0.7824797101945502,1.5052469161282334,0.3420337470357122,0.7313063283946422,291.5567265442204
